NPI,Surgeon,Surgeon Specialty,Surgeon Case Volume,Practice Name,Address,Suite,City,State,Zip,Practice Name,Address,Suite,City,State,Zip,Practice Address 1,Practice Address 2,Practice City,Practice State,Practice Zip Code,Practice Phone Number,Practice Fax Number
1144438136,"COOMBS-SKILES, CAROLINE HELLIN",SN GENERAL SURGERY,13,,,,,,,,,,,,,,,,,,,
1487740809,"DEHAN, CHRISTOPHER P",SN OTOLARYNGOLOGY,13,,,,,,,,,,,,,,,,,,,
1548390909,"DESIREDDI, NARESH VENKAT",SN UROLOGY,13,,,,,,,,,,,,,,,,,,,
1902126105,"GELONECK, MEGAN MCREE",SN OPHTHALMOLOGY,13,,,,,,,,,,,,,,,,,,,
1083735294,"KAVOUSSI, SHAHRYAR KEIKHOSROW",SN GYNECOLOGY,13,,,,,,,,,,,,,,,,,,,
1114189933,"MCKENZIE, SHAUN PATRICK",SN GENERAL SURGERY,13,,,,,,,,,,,,,,,,,,,
1619030418,"WACHTMAN, GALEN SAMUEL",SN PLASTIC,13,,,,,,,,,,,,,,,,,,,
1619925443,"BARBARO, NICHOLAS M.",SN NEUROSURGERY,12,,,,,,,,,,,,,,,,,,,
1245573518,"ESCARZAGA, BAILEY WILSON",SN GYNECOLOGY,12,,,,,,,,,,,,,,,,,,,
1033438684,"GHARTEY, KOBINA",SN GYNECOLOGY,12,,,,,,,,,,,,,,,,,,,
1982963864,"KEYES, KYLE",SN UROLOGY,12,,,,,,,,,,,,,,,,,,,
1083703656,"SHARMA, SANJAY KUMAR",SN PLASTIC,12,,,,,,,,,,,,,,,,,,,
1407153943,"SZERLIP, BENJAMIN W",SN ORTHOPEDIC,12,,,,,,,,,,,,,,,,,,,
1174840565,"TAHERI, KEVIN",SN OTOLARYNGOLOGY,12,,,,,,,,,,,,,,,,,,,
1699153965,"CHOUDHURY BOWDEN, EILEEN A",SN OPHTHALMOLOGY,11,,,,,,,,,,,,,,,,,,,
1588652168,"DIAZ-REYES, GUSTAVO",SN OTOLARYNGOLOGY,11,,,,,,,,,,,,,,,,,,,
1508120866,"KAMATH, ASHWIN ANJANEY",SN NEUROSURGERY,11,,,,,,,,,,,,,,,,,,,
1396706636,"LOZANO, ANNA MARIE",SN GYNECOLOGY,11,,,,,,,,,,,,,,,,,,,
1033185855,"SILVERBERG, KAYLEN MARK",SN GYNECOLOGY,11,,,,,,,,,,,,,,,,,,,
1326029497,"THOMAS, DARRYL BRIAN",SN ORTHOPEDIC,11,,,,,,,,,,,,,,,,,,,
1487099412,"WOOD, EDWARD HUNT",SN OPHTHALMOLOGY,11,,,,,,,,,,,,,,,,,,,
1538193495,"CARTER, KIMBERLY",SN GYNECOLOGY,10,,,,,,,,,,,,,,,,,,,
1245254515,"DEWAN, STEPHEN",SN CARDIOTHORACIC,10,,,,,,,,,,,,,,,,,,,
1881623114,"FLEMING, RICHARD YOUATT-DECLAN",SN GENERAL SURGERY,10,,,,,,,,,,,,,,,,,,,
1003019092,"HAWTHORNE, KRISTEN MICHELLE",SN OPHTHALMOLOGY,10,,,,,,,,,,,,,,,,,,,
1013201722,"KURTOVIC, SILVIA",SN PLASTIC,10,,,,,,,,,,,,,,,,,,,
1912062753,"LAVERTY, DAVID C",SN ORTHOPEDIC,10,,,,,,,,,,,,,,,,,,,
1417265851,"MAZZARELLA, BRIAN CONFREY",SN UROLOGY,10,,,,,,,,,,,,,,,,,,,
1295256022,"NIELSON, GARRETT WILLIS",SN PODIATRY,10,,,,,,,,,,,,,,,,,,,
1851692784,"TEIXEIRA, PEDRO GUSTAVO R",SN GENERAL SURGERY,10,,,,,,,,,,,,,,,,,,,
1912946484,"TREVINO, JESSICA MARIE",SN GASTROENTEROLOGY,10,,,,,,,,,,,,,,,,,,,
1992779599,"TROTTER, MICHAEL DAVID",SN UROLOGY,10,,,,,,,,,,,,,,,,,,,
1164685160,"WIATREK, REBECCA LYNN",SN GENERAL SURGERY,10,,,,,,,,,,,,,,,,,,,
1184690802,"HANSARD, LISA JOY",SN GYNECOLOGY,9,,,,,,,,,,,,,,,,,,,
1013989706,"HARPER, CLIO ARMITAGE III",SN OPHTHALMOLOGY,9,,,,,,,,,,,,,,,,,,,
1639185226,"ROGERS, REBECCA G",SN GYNECOLOGY,9,,,,,,,,,,,,,,,,,,,
1912433707,"RONQUILLO, MAURA RUBY",SN GYNECOLOGY,9,,,,,,,,,,,,,,,,,,,
1083823785,"YANG, CHRISTOPHER",SN UROLOGY,9,,,,,,,,,,,,,,,,,,,
1861839706,"ALLRED, CARLY A",SN GENERAL SURGERY,8,,,,,,,,,,,,,,,,,,,
1659466738,"BOMBACH, EDWARD J",SN GENERAL SURGERY,8,,,,,,,,,,,,,,,,,,,
1831431006,"CROWELL, ERIC LANE",SN OPHTHALMOLOGY,8,,,,,,,,,,,,,,,,,,,
1891802732,"SOLIS, RICARDO LERMA",SN GENERAL SURGERY,8,,,,,,,,,,,,,,,,,,,
1760772859,"THAXTON, LAUREN D.",SN GYNECOLOGY,8,,,,,,,,,,,,,,,,,,,
1023058617,"TORRES, NADJA IVETTE",SN OPHTHALMOLOGY,8,,,,,,,,,,,,,,,,,,,
1730151457,"BOONE, BRADLEY A",SN CARDIOVASCULAR,7,,,,,,,,,,,,,,,,,,,
1083776041,"CHIPMAN, ZACHARY A",SN GYNECOLOGY,7,,,,,,,,,,,,,,,,,,,
1295806602,"CULLINGTON, JAMES R",SN PLASTIC,7,,,,,,,,,,,,,,,,,,,
1750722997,"DAO, KIM LE",SN PODIATRY,7,,,,,,,,,,,,,,,,,,,
1245437524,"FENTON, AMBER STURGES",SN OPHTHALMOLOGY,7,,,,,,,,,,,,,,,,,,,
1609845809,"HUBBARD, CHARLES JASON",SN PODIATRY,7,,,,,,,,,,,,,,,,,,,
1811998651,"HURT, JOEL H",SN ORTHOPEDIC,7,,,,,,,,,,,,,,,,,,,
1376801928,"MULLER, JOSEPH GRANT",SN ORTHOPEDIC,7,,,,,,,,,,,,,,,,,,,
1720059504,"SCHOLL, PETER D",SN OTOLARYNGOLOGY,7,,,,,,,,,,,,,,,,,,,
1982628137,"SETTLE, STEPHEN",SN CARDIOTHORACIC,7,,,,,,,,,,,,,,,,,,,
1043217276,"WELSH, SCOTT ANDREW",SN ORTHOPEDIC,7,,,,,,,,,,,,,,,,,,,
1154336212,"DHRUVA, ACHAL R",SN OTOLARYNGOLOGY,6,,,,,,,,,,,,,,,,,,,
1821047200,"DODGIN, DAVID",SN ORTHOPEDIC,6,,,,,,,,,,,,,,,,,,,
